"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"4299",9.50973272453018,-0.641528383255249,0.606619981486214,-1.0575457499496,0.290262586514189,0.395332224382785,"AFF1","4299","ALF transcription elongation factor 1"
"9246",2.47703994132505,1.26898662951139,1.20001385932987,1.05747664466145,0.290294108174483,0.395338621906814,"UBE2L6","9246","ubiquitin conjugating enzyme E2 L6"
"13630",34.9025944695468,0.313857980414677,0.296919841403447,1.05704616751501,0.290490517729246,0.395569550983427,NA,"13630",NA
"10245",1.01192199824809,2.06775186127583,1.95652945479377,1.05684678357873,0.290581518958569,0.395656913009182,"TIMM17B","10245","translocase of inner mitochondrial membrane 17B"
"11441",227.390683921794,-0.135664462975317,0.12848136297124,-1.05590771951636,0.291010376976549,0.396204243499342,NA,"11441",NA
"4189",2.54496268523691,-1.22498188124995,1.16024080782931,-1.05579968656831,0.291059741468608,0.396234848491072,"DNAJB9","4189","DnaJ heat shock protein family (Hsp40) member B9"
"19615",1972.26228898137,0.0537187939075193,0.0508827306667073,1.05573724530212,0.291088275900494,0.396237093398124,NA,"19615",NA
"2958",6.45868058966827,0.784889178272513,0.743719667744308,1.05535622132069,0.291262437136085,0.39643755065678,"GTF2A2","2958","general transcription factor IIA subunit 2"
"15638",164.211570749476,-0.149178511938657,0.141392267746697,-1.05506838751543,0.291394048766573,0.396580061937553,NA,"15638",NA
"13360",294.419431960098,-0.113882651636279,0.107945347262593,-1.05500287436421,0.291424010153811,0.396584216218547,NA,"13360",NA
"7063",262.601308719936,0.119049570981881,0.112886532593335,1.05459498353756,0.291610599056351,0.396781526821445,"THM","7063","thymoma"
"11091",225.255069621798,-0.130984567090563,0.124206822116163,-1.05456821822606,0.291622845605231,0.396781526821445,"WDR5","11091","WD repeat domain 5"
"10750",54.911459147951,0.271190607901314,0.25721317682927,1.05434181578233,0.291726450553952,0.396832723404006,"GRAP","10750","GRB2 related adaptor protein"
"13269",39.2080958469154,0.307363099252696,0.291525692268702,1.05432593903043,0.291733716907419,0.396832723404006,NA,"13269",NA
"17556",124.720161506029,-0.171391685011774,0.162562974800486,-1.05430947743251,0.291741251057294,0.396832723404006,NA,"17556",NA
"15651",3.0308120303398,-1.14008556069308,1.08164134016073,-1.05403290200028,0.291867853751891,0.396968293521167,NA,"15651",NA
"18370",1265.97803137451,0.067960853060786,0.06449691771796,1.05370699043284,0.292017087490921,0.397134616170637,NA,"18370",NA
"14879",135.406954719361,0.165867121346374,0.157442826103023,1.05350701236675,0.292108682105929,0.397222527853587,NA,"14879",NA
"2697",1.38780490671953,1.74637313222443,1.65791759437208,1.05335339835503,0.292179054009558,0.397281566380004,"GJA1","2697","gap junction protein alpha 1"
"11018",94.6365542641738,-0.195672567555133,0.185792553309493,-1.05317766546425,0.292259572727899,0.397354389563079,"TMED1","11018","transmembrane p24 trafficking protein 1"
"16030",0.910382026581222,2.01968861455612,1.91800735193217,1.05301401088036,0.292334570712122,0.397383038475858,NA,"16030",NA
"16283",0.910382026581222,2.01968861455612,1.91800735193217,1.05301401088036,0.292334570712122,0.397383038475858,NA,"16283",NA
"16756",766.197169113609,-0.0765793968061617,0.0727668903257472,-1.05239342320865,0.292619084859033,0.397733106396055,NA,"16756",NA
"15624",160.584475099439,0.149446700135543,0.142041007782603,1.05213770634657,0.292736374690443,0.397855836424544,NA,"15624",NA
"8351",380.565036350311,0.101068401930533,0.0960987902731332,1.05171357145366,0.292930982523601,0.398083616453004,"H3C4","8351","H3 clustered histone 4"
"12802",73.571685704828,-0.224570072328737,0.213756060953616,-1.05059043157362,0.293446737548066,0.398747742760779,NA,"12802",NA
"2577",5.84422319930215,0.826663941978203,0.786935111759859,1.05048552240794,0.293494943790026,0.398776480278178,"GAGE5","2577","G antigen 5"
"17635",1.47635956387411,1.6699593397536,1.59003764546408,1.05026402646347,0.29359673964074,0.398878018881381,NA,"17635",NA
"15836",9.24061532287014,-0.608993209182877,0.580111786757874,-1.0497859603688,0.293816531587252,0.399139832476074,NA,"15836",NA
"6890",65.6867254869319,0.228381706430132,0.217679870992252,1.04916318348177,0.294103020128104,0.399471008224617,"TAP1","6890","transporter 1, ATP binding cassette subfamily B member"
"1617",32.0062269812836,-0.337607416075009,0.321794996775158,-1.04913817634927,0.294114527768036,0.399471008224617,"DAZ1","1617","deleted in azoospermia 1"
"16313",1953.70438533121,-0.0584160099612101,0.0557062128370654,-1.04864443275062,0.294341797717441,0.399742850604464,NA,"16313",NA
"7889",1.90793294373138,1.38807320819435,1.32467434042945,1.04785996514762,0.294703129856646,0.400196694722865,"PSORS3","7889","psoriasis susceptibility 3"
"5605",23.939436642905,-0.379165412755226,0.362014932569064,-1.04737506285846,0.294926628384104,0.40043165193957,"MAP2K2","5605","mitogen-activated protein kinase kinase 2"
"18671",5133.02170983123,-0.045274130059377,0.0432266280335795,-1.04736668389232,0.294930491369523,0.40043165193957,NA,"18671",NA
"149",65.1191621613431,-0.231679116493419,0.221335192060693,-1.04673420587309,0.295222182887829,0.400790763762051,NA,"149",NA
"13466",3.03924180520403,-1.11770169721902,1.06860764060754,-1.04594207896882,0.295587775088845,0.401250127038721,NA,"13466",NA
"4512",285.34628018458,0.117875774244287,0.112758183489023,1.04538553741213,0.295844818270225,0.401562067753414,"MT-CO1","4512","cytochrome c oxidase subunit I"
"15130",368.968673980003,0.105868641636177,0.101296302479417,1.04513826314331,0.295959071871259,0.401612340736355,NA,"15130",NA
"16233",2.22718525631299,1.37636375415209,1.31698666715113,1.04508556425207,0.295983425323308,0.401612340736355,NA,"16233",NA
"13155",36.325446899129,-0.327652336480079,0.313526463936649,-1.04505480132702,0.295997642246606,0.401612340736355,NA,"13155",NA
"2093",995.592342151344,-0.066596998092197,0.0637278712304395,-1.0450215393416,0.296013014611727,0.401612340736355,NA,"2093",NA
"12236",379.558091570308,0.100276416131785,0.0959573268147081,1.04501052145207,0.296018106759331,0.401612340736355,NA,"12236",NA
"10809",1.76485121931137,-1.48596422607818,1.42209652287303,-1.04491094815148,0.296064129297701,0.40163780721553,"STARD10","10809","StAR related lipid transfer domain containing 10"
"3336",1.82790272075052,-1.53964164128539,1.47375846229532,-1.04470419045971,0.296159707497216,0.401700870800102,"HSPE1","3336","heat shock protein family E (Hsp10) member 1"
"13747",93.9292687546807,-0.199168530136354,0.190648000992114,-1.04469246517089,0.296165128383357,0.401700870800102,NA,"13747",NA
"17900",997.776331476178,-0.0735353471716788,0.0703996697566879,-1.04454108131229,0.296235122785329,0.401758833128755,NA,"17900",NA
"12637",9.05832567553599,-0.643917591833568,0.616580329175151,-1.04433690366832,0.29632954464982,0.401849910659648,NA,"12637",NA
"13619",7.56577879729461,-0.692500384712288,0.663183999477793,-1.04420550745733,0.296390319420199,0.401895347098619,NA,"13619",NA
"8831",3.97047983417115,1.0167731131353,0.974014537176779,1.04389932010918,0.296531972800507,0.402050433774965,"SYNGAP1","8831","synaptic Ras GTPase activating protein 1"
"214",428.303791082262,0.0976348900993334,0.0935396304695822,1.04378101141936,0.296586718823446,0.402087670133377,"ALCAM","214","activated leukocyte cell adhesion molecule"
"4614",5.43811961051947,0.812582431081826,0.779036911551182,1.04306024404396,0.296920391929626,0.402463623018804,NA,"4614",NA
"11966",59.0830167718947,-0.242080723327624,0.232097466030401,-1.04301321107881,0.296942174161412,0.402463623018804,NA,"11966",NA
"2949",450.894220077449,-0.0957607141946862,0.091814824614895,-1.04297660640688,0.296959127509441,0.402463623018804,"GSTM5","2949","glutathione S-transferase mu 5"
"15374",1626.01001817455,-0.0595875431530323,0.0571338667279189,-1.04294609424561,0.296973259623388,0.402463623018804,NA,"15374",NA
"17438",723.334291710244,-0.0779763046616844,0.0747814987571433,-1.04272187583344,0.297077123163007,0.402567363109268,NA,"17438",NA
"15202",565.860859889343,-0.0844029820342512,0.0809656101958366,-1.04245471416939,0.297200910792219,0.40268765639818,NA,"15202",NA
"18478",8.41801966417987,0.643138385476574,0.616971184216197,1.04241235560072,0.297220540527847,0.40268765639818,NA,"18478",NA
"7006",717.676054003643,0.0767236199938904,0.0736389731438171,1.0418887814208,0.297463245952765,0.402957256538062,"TEC","7006","tec protein tyrosine kinase"
"14130",2.48250224083626,1.24796468981987,1.19781788866648,1.04186512960599,0.297474212995937,0.402957256538062,NA,"14130",NA
"13909",1984.39122742476,0.0571762264759871,0.0548869118002835,1.0417096644831,0.297546306905845,0.402996814611415,NA,"13909",NA
"13338",26.1081195460501,0.358489453206802,0.344144073409249,1.04168422735118,0.297558103989782,0.402996814611415,NA,"13338",NA
"14509",4.51849961101313,-0.916180767547482,0.879712198498213,-1.04145511351499,0.297664375149649,0.403103699435406,NA,"14509",NA
"8087",718.644683587873,0.0829471616794771,0.0796660447404302,1.04118588979455,0.297789283111699,0.403235800670729,"FXR1","8087","FMR1 autosomal homolog 1"
"19060",0.890722796720036,-2.14000043830244,2.0556835046677,-1.04101649570242,0.29786789246625,0.403268142491971,NA,"19060",NA
"19061",0.890722796720036,-2.14000043830244,2.0556835046677,-1.04101649570242,0.29786789246625,0.403268142491971,NA,"19061",NA
"10",11.9797501642461,0.542810491577363,0.521559849534147,1.04074439790984,0.297994191720983,0.403379309754075,"NAT2","10","N-acetyltransferase 2"
"5096",259.85563413387,-0.119943681276839,0.115250489279504,-1.04072166657751,0.298004744510949,0.403379309754075,"PCCB","5096","propionyl-CoA carboxylase subunit beta"
"15488",10.7640857641183,-0.567708070016472,0.546208919292116,-1.03936067311427,0.298637026851589,0.404198044057188,NA,"15488",NA
"12904",1753.58854770768,0.0611017326935493,0.0588183322417804,1.03882123760978,0.298887882300454,0.40450042326392,NA,"12904",NA
"287",1161.96764325626,-0.0626849270512443,0.0603506373183993,-1.03867879175044,0.298954147829886,0.404552954799087,"ANK2","287","ankyrin 2"
"52",1.40907649268242,1.66715894575287,1.60706317782534,1.03739477623328,0.299551911837172,0.405287439333171,"ACP1","52","acid phosphatase 1"
"9777",1.40907649268242,1.66715894575287,1.60706317782534,1.03739477623328,0.299551911837172,0.405287439333171,"TM9SF4","9777","transmembrane 9 superfamily member 4"
"13344",13019.6343450504,-0.044049156721945,0.0424731168630734,-1.03710676247172,0.299686103933833,0.40543177894041,NA,"13344",NA
"12837",1.43145018809706,1.68926918070755,1.62899633301513,1.03699998979179,0.29973586191533,0.40546187543902,NA,"12837",NA
"2512",1.45085640815868,1.64512867920293,1.58666067793163,1.03684971971923,0.299805899794668,0.405519397134161,"FTL","2512","ferritin light chain"
"3896",944.010616989333,-0.0691801691320001,0.0667588778268115,-1.03626920319826,0.300076569465471,0.405848259225669,NA,"3896",NA
"18157",724.190552267002,-0.0769418778060397,0.0743083440254012,-1.03544061996239,0.300463184033343,0.406320591399786,NA,"18157",NA
"16673",46.7266015647561,0.265833483986041,0.256744081555616,1.03540257822245,0.300480942167612,0.406320591399786,NA,"16673",NA
"402",824.9669138471,-0.0747000099250835,0.0722317573425301,-1.03417129353296,0.301056091673241,0.407060979732131,"ARL2","402","ARF like GTPase 2"
"11056",0.925394691942548,1.98947077189048,1.92631005504978,1.03278844787999,0.30170291102959,0.407898128864701,"DDX52","11056","DExD-box helicase 52"
"7982",345.234899049628,0.105979929904452,0.102626881255026,1.03267222591608,0.301757315401562,0.407934261088628,"ST7","7982","suppression of tumorigenicity 7"
"18307",2.79297901722434,1.1351003543183,1.09957227849471,1.03231081441252,0.301926536559505,0.40812558890342,NA,"18307",NA
"5733",2.42634933271885,-1.22548004945494,1.18803250491731,-1.03152063969852,0.302296734446781,0.408577308100682,"PTGER3","5733","prostaglandin E receptor 3"
"14108",191.879308057164,-0.136978650287664,0.132798267416086,-1.03147919737898,0.302316158558688,0.408577308100682,NA,"14108",NA
"14929",448.357992283861,0.0959777409155483,0.0931047113604038,1.03085804695772,0.3026073927025,0.408933408550289,NA,"14929",NA
"1088",1434.53684665598,0.0634162018011083,0.061525501625499,1.03073034962182,0.302667288312192,0.408976849284412,"CEACAM8","1088","CEA cell adhesion molecule 8"
"11070",397.967675012312,0.0990992055341776,0.0961671857877721,1.03048877558792,0.302780618615937,0.409092478654352,"TMEM115","11070","transmembrane protein 115"
"14237",3.78504452447943,-1.00460002888271,0.97603913412164,-1.0292620385419,0.303356556658227,0.409833067378215,NA,"14237",NA
"19761",118.990888026351,0.178938062481693,0.173963419272665,1.02859591533569,0.303669598191655,0.410218381131861,NA,"19761",NA
"2072",632.172448370556,-0.0794308937607268,0.077301373226471,-1.02754828854097,0.304162359658122,0.410846380408891,"ERCC4","2072","ERCC excision repair 4, endonuclease catalytic subunit"
"4541",66.283518247016,-0.229979156580514,0.223859351804052,-1.02733772222221,0.304261465633881,0.410942584357784,"MT-ND6","4541","NADH dehydrogenase subunit 6"
"3309",392.458985663622,-0.100563420481621,0.0978944551261511,-1.02726370305684,0.304296308880055,0.410951983897577,"HSPA5","3309","heat shock protein family A (Hsp70) member 5"
"922",773.528445739752,-0.0757366856702678,0.0737383755063952,-1.0271000025448,0.304373377483601,0.41101560892969,"CD5L","922","CD5 molecule like"
"15183",7.3621320491164,-0.674812583102887,0.65704275349297,-1.02704516489292,0.304399197412645,0.41101560892969,NA,"15183",NA
"3030",4.09724952264627,0.935434807187289,0.910952335836844,1.02687568864726,0.304479003322637,0.411085704559273,"HADHA","3030","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha"
"1177",488.068056106132,0.0900293554187412,0.0876869335923881,1.02671346494156,0.304555407042019,0.411151194374395,NA,"1177",NA
"3834",7.94666810517515,-0.638204486726449,0.621760320594208,-1.02644775741965,0.304680576806786,0.411272870205374,"KIF25","3834","kinesin family member 25"
"3965",98.5376086123417,-0.18540297247963,0.180633582719495,-1.02640367139006,0.304701348200059,0.411272870205374,"LGALS9","3965","galectin 9"
"3497",0.857568005696602,-2.03048382218433,1.97938335710822,-1.02581635583254,0.3049781550638,0.411608795726216,"IGHE","3497","immunoglobulin heavy constant epsilon"
"3400",9516.99477653929,-0.0378706744148981,0.0369200319855943,-1.02574868921226,0.305010057639848,0.411614158913659,"ID4","3400","inhibitor of DNA binding 4"
"15022",1.73059431883618,-1.44781684851208,1.41184355394722,-1.0254796605929,0.305136917649874,0.411747655404124,NA,"15022",NA
"74",196.349812421993,0.139171501404475,0.135733801710194,1.02532677675691,0.305209025373194,0.411807252215521,"ACTG1P2","74","actin gamma 1 pseudogene 2"
"10945",84.6057941567555,-0.204068266473061,0.199066380998584,-1.0251267212946,0.305303398687299,0.411896877503975,"KDELR1","10945","KDEL endoplasmic reticulum protein retention receptor 1"
"18615",4.75888782580426,-0.872288229147418,0.85178284574469,-1.02407348716303,0.305800566090851,0.412529862063795,NA,"18615",NA
"644",1.69756814811968,-1.53330221754238,1.49783797056239,-1.02367695817371,0.305987882190705,0.412744774640912,"BLVRA","644","biliverdin reductase A"
"8622",1534.73992573422,0.0572770642929682,0.0559941345531978,1.0229118594297,0.306349521679248,0.413144906328135,"PDE8B","8622","phosphodiesterase 8B"
"9142",0.888008331166581,1.98898915732587,1.94447008319022,1.02289522195302,0.30635738886654,0.413144906328135,NA,"9142",NA
"6902",0.509542883584797,-2.57614397781946,2.51897914909809,-1.02269364902915,0.306452715156682,0.413144906328135,"TBCA","6902","tubulin folding cofactor A"
"11636",0.509542883584797,-2.57614397781946,2.51897914909809,-1.02269364902915,0.306452715156682,0.413144906328135,NA,"11636",NA
"13506",0.509542883584797,-2.57614397781946,2.51897914909809,-1.02269364902915,0.306452715156682,0.413144906328135,NA,"13506",NA
"17834",0.509542883584797,-2.57614397781946,2.51897914909809,-1.02269364902915,0.306452715156682,0.413144906328135,NA,"17834",NA
"7014",217.917477479932,0.128476610745437,0.12573210499405,1.02182820172713,0.306862219059698,0.413659140629455,"TERF2","7014","telomeric repeat binding factor 2"
"3282",181.956423753371,0.142381640336726,0.139450363259004,1.02102021830003,0.307244859782144,0.414137071837318,NA,"3282",NA
"10248",2212.22320249282,-0.0513711083484885,0.0503187365409541,-1.0209141143017,0.30729513143715,0.414166954469201,"POP7","10248","POP7 ribonuclease P/MRP subunit"
"9981",83.7324736432136,0.199832808279019,0.195815643361043,1.02051503571944,0.307484262054099,0.414380607128762,NA,"9981",NA
